Time (s),Cart Position (m),Cart Velocity (m/s),Pole Angle (rad),Pole Angular Velocity (rad/s),Control Input (N),Q0,Q1,Q2,Q3,R
1740039081.5600,-0.0030,-0.4052,0.0343,0.5181,18.8264,7.1111,0.1600,16.0000,0.1600,0.0100
1740039081.5700,-0.0059,-0.2595,0.0378,0.3032,14.0191,7.1111,0.1600,16.0000,0.1600,0.0100
1740039081.5801,-0.0086,-0.3195,0.0410,0.3985,17.0699,7.1111,0.1600,16.0000,0.1600,0.0100
1740039081.5901,-0.0108,-0.1897,0.0436,0.2086,12.7455,7.1111,0.1600,16.0000,0.1600,0.0100
1740039081.6000,-0.0128,-0.2621,0.0458,0.3231,16.1195,7.1111,0.1600,16.0000,0.1600,0.0100
1740039081.6101,-0.0146,-0.1282,0.0480,0.1285,11.6103,7.1111,0.1600,16.0000,0.1600,0.0100
1740039081.6200,-0.0158,-0.1472,0.0491,0.1639,12.7907,7.1111,0.1600,16.0000,0.1600,0.0100
1740039081.6300,-0.0167,-0.0543,0.0499,0.0309,9.6120,7.1111,0.1600,16.0000,0.1600,0.0100
1740039081.6400,-0.0169,-0.0293,0.0498,0.0007,8.9112,7.1111,0.1600,16.0000,0.1600,0.0100
1740039081.6500,-0.0169,0.0291,0.0495,-0.0795,6.8847,7.1111,0.1600,16.0000,0.1600,0.0100
1740039081.6612,-0.0167,0.0558,0.0490,-0.1157,5.9105,7.1111,0.1600,16.0000,0.1600,0.0100
1740039081.6700,-0.0157,0.1050,0.0470,-0.1798,4.0412,7.1111,0.1600,16.0000,0.1600,0.0100
1740039081.6800,-0.0143,0.1811,0.0448,-0.2864,1.0079,7.1111,0.1600,16.0000,0.1600,0.0100
1740039081.6901,-0.0130,0.1796,0.0428,-0.2791,0.8985,7.1111,0.1600,16.0000,0.1600,0.0100
1740039081.7000,-0.0109,0.2370,0.0396,-0.3574,-1.5882,7.1111,0.1600,16.0000,0.1600,0.0100
1740039081.7100,-0.0087,0.2127,0.0362,-0.3144,-1.0117,7.1111,0.1600,16.0000,0.1600,0.0100
1740039081.7200,-0.0063,0.3076,0.0327,-0.4507,-5.0517,7.1111,0.1600,16.0000,0.1600,0.0100
1740039081.7300,-0.0045,0.2750,0.0302,-0.3982,-4.1234,7.1111,0.1600,16.0000,0.1600,0.0100
1740039081.7403,-0.0019,0.3166,0.0264,-0.4553,-6.1996,7.1111,0.1600,16.0000,0.1600,0.0100
1740039081.7504,0.0015,0.2776,0.0215,-0.3913,-5.3734,7.1111,0.1600,16.0000,0.1600,0.0100
1740039081.7600,0.0045,0.4251,0.0173,-0.6089,-11.6250,7.1111,0.1600,16.0000,0.1600,0.0100
1740039081.7723,0.0061,0.3808,0.0151,-0.5408,-10.2748,7.1111,0.1600,16.0000,0.1600,0.0100
1740039081.7800,0.0103,0.4271,0.0091,-0.6063,-12.9727,7.1111,0.1600,16.0000,0.1600,0.0100
1740039081.7901,0.0146,0.3305,0.0030,-0.4585,-10.2495,7.1111,0.1600,16.0000,0.1600,0.0100
1740039081.8000,0.0181,0.4363,-0.0018,-0.6158,-15.1119,7.1111,0.1600,16.0000,0.1600,0.0100
1740039081.8100,0.0217,0.3006,-0.0069,-0.4110,-10.7748,7.1111,0.1600,16.0000,0.1600,0.0100
1740039081.8200,0.0249,0.4097,-0.0112,-0.5749,-15.7421,7.1111,0.1600,16.0000,0.1600,0.0100
1740039081.8301,0.0280,0.3354,-0.0155,-0.4636,-13.6738,7.1111,0.1600,16.0000,0.1600,0.0100
1740039081.8400,0.0315,0.4557,-0.0204,-0.6453,-19.2010,7.1111,0.1600,16.0000,0.1600,0.0100
1740039081.8500,0.0352,0.2883,-0.0255,-0.3958,-13.7644,7.1111,0.1600,16.0000,0.1600,0.0100
1740039081.8604,0.0364,0.2287,-0.0272,-0.3078,-11.8428,7.1111,0.1600,16.0000,0.1600,0.0100
1740039081.8705,0.0387,0.2142,-0.0303,-0.2888,-11.9459,7.1111,0.1600,16.0000,0.1600,0.0100
1740039081.8801,0.0408,0.2900,-0.0332,-0.4065,-15.5063,7.1111,0.1600,16.0000,0.1600,0.0100
1740039081.8903,0.0433,0.1959,-0.0367,-0.2693,-12.6950,7.1111,0.1600,16.0000,0.1600,0.0100
1740039081.9000,0.0453,0.2745,-0.0395,-0.3920,-16.3824,7.1111,0.1600,16.0000,0.1600,0.0100
1740039081.9100,0.0473,0.1376,-0.0423,-0.1918,-11.8429,7.1111,0.1600,16.0000,0.1600,0.0100
1740039081.9200,0.0487,0.1994,-0.0443,-0.2901,-14.7782,7.1111,0.1600,16.0000,0.1600,0.0100
1740039081.9300,0.0501,0.0783,-0.0463,-0.1147,-10.7251,7.1111,0.1600,16.0000,0.1600,0.0100
1740039081.9400,0.0508,0.1137,-0.0474,-0.1743,-12.5267,7.1111,0.1600,16.0000,0.1600,0.0100
1740039081.9500,0.0514,0.0139,-0.0483,-0.0314,-9.1384,7.1111,0.1600,16.0000,0.1600,0.0100
1740039081.9601,0.0513,-0.0158,-0.0483,0.0089,-8.1629,7.1111,0.1600,16.0000,0.1600,0.0100
1740039081.9701,0.0510,-0.0603,-0.0480,0.0678,-6.7090,7.1111,0.1600,16.0000,0.1600,0.0100
1740039081.9800,0.0502,-0.0928,-0.0471,0.1092,-5.5695,7.1111,0.1600,16.0000,0.1600,0.0100
1740039081.9901,0.0494,-0.1189,-0.0461,0.1433,-4.6033,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.0000,0.0481,-0.1708,-0.0446,0.2146,-2.5878,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.0100,0.0461,-0.1893,-0.0420,0.2345,-1.7277,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.0201,0.0437,-0.2837,-0.0390,0.3686,2.1400,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.0301,0.0420,-0.2653,-0.0369,0.3370,1.6573,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.0400,0.0391,-0.3135,-0.0333,0.4026,3.8880,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.0500,0.0360,-0.2951,-0.0292,0.3692,3.6802,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.0601,0.0327,-0.4552,-0.0250,0.6042,10.3583,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.0700,0.0278,-0.3889,-0.0187,0.4992,8.7417,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.0800,0.0241,-0.5271,-0.0138,0.7030,14.7622,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.0901,0.0196,-0.3896,-0.0079,0.4931,10.4068,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.1000,0.0150,-0.5428,-0.0022,0.7206,17.2033,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.1100,0.0105,-0.3862,0.0037,0.4837,12.1844,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.1200,0.0062,-0.5633,0.0092,0.7489,19.9061,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.1301,0.0010,-0.4380,0.0160,0.5606,16.3078,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.1401,-0.0032,-0.5259,0.0214,0.6936,20.6775,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.1501,-0.0080,-0.3932,0.0276,0.4961,16.7577,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.1601,-0.0113,-0.4511,0.0318,0.5856,19.8127,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.1701,-0.0154,-0.3287,0.0370,0.4054,16.1796,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.1800,-0.0185,-0.3918,0.0408,0.5047,19.4400,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.1901,-0.0215,-0.2264,0.0445,0.2617,13.9582,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.2001,-0.0238,-0.3039,0.0472,0.3838,17.6208,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.2100,-0.0262,-0.2054,0.0501,0.2417,14.5841,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.2201,-0.0280,-0.2274,0.0522,0.2816,16.0497,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.2303,-0.0289,-0.2039,0.0533,0.2490,15.4512,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.2400,-0.0305,-0.1280,0.0551,0.1435,13.1763,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.2500,-0.0313,-0.0233,0.0559,-0.0048,9.6320,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.2600,-0.0311,0.0567,0.0552,-0.1163,6.7692,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.2700,-0.0303,0.1041,0.0537,-0.1789,5.0007,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.2800,-0.0289,0.1949,0.0515,-0.3066,1.4350,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.2901,-0.0266,0.2095,0.0479,-0.3193,0.5786,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.3000,-0.0247,0.3007,0.0451,-0.4498,-3.1867,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.3100,-0.0216,0.2874,0.0405,-0.4221,-3.2028,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.3200,-0.0179,0.4786,0.0351,-0.7012,-11.2047,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.3301,-0.0161,0.4344,0.0325,-0.6321,-9.8818,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.3400,-0.0101,0.5761,0.0238,-0.8363,-16.5404,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.3500,-0.0052,0.4883,0.0167,-0.6996,-14.2770,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.3601,-0.0014,0.5280,0.0114,-0.7559,-16.6216,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.3701,0.0044,0.4598,0.0030,-0.6498,-15.3718,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.3801,0.0091,0.5907,-0.0035,-0.8443,-21.4850,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.3901,0.0139,0.3989,-0.0104,-0.5553,-15.3227,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.4001,0.0179,0.5157,-0.0159,-0.7309,-20.8023,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.4100,0.0220,0.3330,-0.0217,-0.4576,-14.8800,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.4200,0.0251,0.4472,-0.0260,-0.6308,-20.0895,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.4300,0.0292,0.3222,-0.0317,-0.4458,-16.4062,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.4400,0.0322,0.3956,-0.0359,-0.5596,-20.1159,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.4500,0.0359,0.2523,-0.0411,-0.3492,-15.7427,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.4601,0.0378,0.2788,-0.0437,-0.3931,-17.3782,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.4701,0.0400,0.1816,-0.0468,-0.2525,-14.3988,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.4800,0.0415,0.1735,-0.0488,-0.2466,-14.6948,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.4901,0.0427,0.0763,-0.0507,-0.1077,-11.5653,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.5000,0.0431,0.0216,-0.0512,-0.0329,-9.8446,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.5100,0.0429,-0.0533,-0.0509,0.0717,-7.2248,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.5200,0.0421,-0.1184,-0.0498,0.1616,-4.8182,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.5301,0.0410,-0.1467,-0.0483,0.1977,-3.7101,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.5400,0.0393,-0.2311,-0.0460,0.3168,-0.3577,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.5500,0.0370,-0.2220,-0.0429,0.2956,-0.4461,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.5600,0.0344,-0.3437,-0.0394,0.4709,4.5694,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.5701,0.0312,-0.2918,-0.0352,0.3864,3.0858,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.5800,0.0280,-0.4103,-0.0308,0.5579,8.1583,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.5900,0.0243,-0.3282,-0.0260,0.4290,5.6669,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.6001,0.0210,-0.4108,-0.0217,0.5482,9.4133,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.6103,0.0177,-0.3283,-0.0174,0.4205,6.8695,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.6201,0.0143,-0.4410,-0.0130,0.5860,11.8325,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.6301,0.0105,-0.3802,-0.0079,0.4918,10.2916,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.6401,0.0072,-0.5003,-0.0036,0.6701,15.5789,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.6500,0.0025,-0.4007,0.0025,0.5186,12.7841,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.6600,-0.0011,-0.4670,0.0072,0.6173,16.1188,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.6700,-0.0056,-0.3439,0.0131,0.4325,12.4560,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.6800,-0.0091,-0.4202,0.0175,0.5479,16.1907,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.6900,-0.0125,-0.2776,0.0218,0.3354,11.5493,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.7000,-0.0152,-0.3108,0.0251,0.3876,13.4813,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.7100,-0.0177,-0.1943,0.0280,0.2157,9.6464,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.7200,-0.0196,-0.2196,0.0300,0.2574,11.1119,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.7300,-0.0211,-0.1348,0.0317,0.1337,8.2951,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.7400,-0.0221,-0.0867,0.0326,0.0660,6.7655,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.7500,-0.0227,-0.0354,0.0329,-0.0063,5.0207,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.7604,-0.0228,0.0089,0.0325,-0.0678,3.4299,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.7700,-0.0226,0.0355,0.0316,-0.1027,2.4316,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.7800,-0.0220,0.0831,0.0303,-0.1692,0.5529,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.7900,-0.0212,0.0823,0.0286,-0.1631,0.4606,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.8000,-0.0201,0.1562,0.0266,-0.2694,-2.5579,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.8100,-0.0187,0.1283,0.0242,-0.2230,-1.7657,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.8200,-0.0171,0.2244,0.0216,-0.3631,-5.7731,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.8300,-0.0152,0.1689,0.0184,-0.2759,-4.0717,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.8400,-0.0133,0.2401,0.0154,-0.3794,-7.2139,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.8500,-0.0113,0.1731,0.0122,-0.2757,-5.1146,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.8600,-0.0095,0.2305,0.0093,-0.3594,-7.7462,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.8700,-0.0077,0.1669,0.0065,-0.2620,-5.7359,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.8801,-0.0062,0.1898,0.0041,-0.2949,-6.9947,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.8903,-0.0044,0.1470,0.0014,-0.2294,-5.8016,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.9018,-0.0036,0.1400,0.0001,-0.2184,-5.7444,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.9101,-0.0023,0.1135,-0.0020,-0.1782,-5.0933,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.9200,-0.0015,0.1126,-0.0033,-0.1767,-5.2864,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.9300,-0.0005,0.0624,-0.0047,-0.1015,-3.6400,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.9400,0.0002,0.1074,-0.0059,-0.1695,-5.5907,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.9500,0.0012,0.0687,-0.0075,-0.1120,-4.4251,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.9601,0.0018,0.0592,-0.0085,-0.0986,-4.2689,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.9701,0.0022,0.0238,-0.0092,-0.0466,-3.0846,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.9800,0.0025,0.0454,-0.0097,-0.0803,-4.0564,7.1111,0.1600,16.0000,0.1600,0.0100
1740039082.9900,0.0027,0.0123,-0.0102,-0.0320,-2.9392,7.1111,0.1600,16.0000,0.1600,0.0100
1740039083.0001,0.0028,0.0025,-0.0104,-0.0180,-2.6114,7.1111,0.1600,16.0000,0.1600,0.0100
1740039083.0102,0.0027,-0.0147,-0.0105,0.0059,-2.0508,7.1111,0.1600,16.0000,0.1600,0.0100
1740039083.0200,0.0025,-0.0255,-0.0103,0.0208,-1.6660,7.1111,0.1600,16.0000,0.1600,0.0100
1740039083.0300,0.0022,-0.0360,-0.0100,0.0349,-1.2771,7.1111,0.1600,16.0000,0.1600,0.0100
1740039083.0401,0.0018,-0.0295,-0.0097,0.0236,-1.5282,7.1111,0.1600,16.0000,0.1600,0.0100
1740039083.0500,0.0015,-0.0398,-0.0094,0.0375,-1.1408,7.1111,0.1600,16.0000,0.1600,0.0100
1740039083.0600,0.0011,-0.0424,-0.0090,0.0400,-1.0254,7.1111,0.1600,16.0000,0.1600,0.0100
1740039083.0700,0.0006,-0.0477,-0.0086,0.0464,-0.8054,7.1111,0.1600,16.0000,0.1600,0.0100
1740039083.0800,0.0002,-0.0315,-0.0082,0.0208,-1.4111,7.1111,0.1600,16.0000,0.1600,0.0100
1740039083.0900,-0.0001,-0.0371,-0.0080,0.0280,-1.2090,7.1111,0.1600,16.0000,0.1600,0.0100
1740039083.1000,-0.0005,-0.0392,-0.0077,0.0299,-1.1230,7.1111,0.1600,16.0000,0.1600,0.0100
1740039083.1100,-0.0010,-0.0450,-0.0073,0.0374,-0.8925,7.1111,0.1600,16.0000,0.1600,0.0100
1740039083.1200,-0.0013,-0.0215,-0.0070,0.0010,-1.7895,7.1111,0.1600,16.0000,0.1600,0.0100
1740039083.1320,-0.0016,-0.0281,-0.0070,0.0098,-1.2655,5.6889,0.1280,12.8000,0.1280,0.0150
1740039083.1401,-0.0017,-0.0257,-0.0070,0.0057,-1.3561,5.6889,0.1280,12.8000,0.1280,0.0150
1740039083.1500,-0.0020,-0.0321,-0.0069,0.0142,-1.1698,5.6889,0.1280,12.8000,0.1280,0.0150
1740039083.1600,-0.0023,-0.0120,-0.0068,-0.0171,-1.8702,5.6889,0.1280,12.8000,0.1280,0.0150
1740039083.1701,-0.0024,-0.0207,-0.0070,-0.0049,-1.6347,5.6889,0.1280,12.8000,0.1280,0.0150
1740039083.1800,-0.0026,0.0022,-0.0071,-0.0404,-2.4550,5.6889,0.1280,12.8000,0.1280,0.0150
1740039083.1900,-0.0027,-0.0186,-0.0074,-0.0103,-1.8426,5.6889,0.1280,12.8000,0.1280,0.0150
1740039083.2001,-0.0028,-0.0205,-0.0074,-0.0079,-1.8052,5.6889,0.1280,12.8000,0.1280,0.0150
1740039083.2101,-0.0031,-0.0289,-0.0075,0.0035,-1.5778,5.6889,0.1280,12.8000,0.1280,0.0150
1740039083.2200,-0.0034,-0.0394,-0.0074,0.0181,-1.2508,5.6889,0.1280,12.8000,0.1280,0.0150
1740039083.2333,-0.0038,-0.0472,-0.0071,0.0287,-0.9961,5.6889,0.1280,12.8000,0.1280,0.0150
1740039083.2400,-0.0044,-0.0655,-0.0067,0.0551,-0.3681,5.6889,0.1280,12.8000,0.1280,0.0150
1740039083.2500,-0.0050,-0.0654,-0.0062,0.0538,-0.3312,5.6889,0.1280,12.8000,0.1280,0.0150
1740039083.2601,-0.0058,-0.0969,-0.0055,0.1000,0.7783,5.6889,0.1280,12.8000,0.1280,0.0150
1740039083.2700,-0.0067,-0.0936,-0.0045,0.0941,0.7838,5.6889,0.1280,12.8000,0.1280,0.0150
1740039083.2801,-0.0079,-0.1298,-0.0033,0.1474,2.1284,5.6889,0.1280,12.8000,0.1280,0.0150
1740039083.2901,-0.0091,-0.1078,-0.0020,0.1135,1.5565,5.6889,0.1280,12.8000,0.1280,0.0150
1740039083.3001,-0.0097,-0.1116,-0.0014,0.1190,1.7698,5.6889,0.1280,12.8000,0.1280,0.0150
1740039083.3100,-0.0110,-0.1121,0.0001,0.1192,1.9781,5.6889,0.1280,12.8000,0.1280,0.0150
1740039083.3200,-0.0123,-0.1870,0.0016,0.2313,4.6844,5.6889,0.1280,12.8000,0.1280,0.0150
1740039083.3301,-0.0140,-0.1429,0.0035,0.1649,3.4957,5.6889,0.1280,12.8000,0.1280,0.0150
1740039083.3400,-0.0156,-0.2090,0.0054,0.2642,5.9761,5.6889,0.1280,12.8000,0.1280,0.0150
1740039083.3500,-0.0173,-0.1542,0.0076,0.1821,4.4810,5.6889,0.1280,12.8000,0.1280,0.0150
1740039083.3600,-0.0189,-0.1935,0.0094,0.2418,6.0820,5.6889,0.1280,12.8000,0.1280,0.0150
1740039083.3701,-0.0202,-0.1494,0.0111,0.1764,4.8788,5.6889,0.1280,12.8000,0.1280,0.0150
1740039083.3800,-0.0218,-0.2011,0.0130,0.2551,6.9172,5.6889,0.1280,12.8000,0.1280,0.0150
1740039083.3900,-0.0235,-0.1396,0.0150,0.1643,5.2181,5.6889,0.1280,12.8000,0.1280,0.0150
1740039083.4001,-0.0249,-0.1605,0.0167,0.1974,6.2078,5.6889,0.1280,12.8000,0.1280,0.0150
1740039083.4100,-0.0262,-0.1064,0.0182,0.1183,4.6997,5.6889,0.1280,12.8000,0.1280,0.0150
1740039083.4200,-0.0273,-0.1497,0.0195,0.1857,6.4064,5.6889,0.1280,12.8000,0.1280,0.0150
1740039083.4300,-0.0284,-0.1001,0.0208,0.1134,5.0185,5.6889,0.1280,12.8000,0.1280,0.0150
1740039083.4401,-0.0292,-0.1030,0.0217,0.1201,5.3113,5.6889,0.1280,12.8000,0.1280,0.0150
1740039083.4501,-0.0299,-0.0586,0.0225,0.0564,4.0498,5.6889,0.1280,12.8000,0.1280,0.0150
1740039083.4601,-0.0304,-0.0363,0.0229,0.0262,3.4589,5.6889,0.1280,12.8000,0.1280,0.0150
1740039083.4700,-0.0306,-0.0091,0.0229,-0.0113,2.6645,5.6889,0.1280,12.8000,0.1280,0.0150
1740039083.4800,-0.0306,0.0145,0.0226,-0.0433,1.9413,5.6889,0.1280,12.8000,0.1280,0.0150
1740039083.4900,-0.0303,0.0278,0.0221,-0.0598,1.5269,5.6889,0.1280,12.8000,0.1280,0.0150
1740039083.5000,-0.0300,0.0582,0.0214,-0.1023,0.5082,5.6889,0.1280,12.8000,0.1280,0.0150
1740039083.5100,-0.0293,0.0636,0.0203,-0.1070,0.2713,5.6889,0.1280,12.8000,0.1280,0.0150
1740039083.5201,-0.0286,0.0977,0.0191,-0.1550,-0.9437,5.6889,0.1280,12.8000,0.1280,0.0150
1740039083.5301,-0.0276,0.0931,0.0176,-0.1449,-0.9243,5.6889,0.1280,12.8000,0.1280,0.0150
1740039083.5401,-0.0274,0.0907,0.0173,-0.1406,-0.8660,5.6889,0.1280,12.8000,0.1280,0.0150
1740039083.5500,-0.0256,0.1231,0.0145,-0.1849,-2.2308,5.6889,0.1280,12.8000,0.1280,0.0150
1740039083.5600,-0.0241,0.1898,0.0122,-0.2822,-4.7054,5.6889,0.1280,12.8000,0.1280,0.0150
1740039083.5712,-0.0229,0.1579,0.0104,-0.2327,-3.8579,5.6889,0.1280,12.8000,0.1280,0.0150
1740039083.5800,-0.0211,0.1768,0.0079,-0.2586,-4.7912,5.6889,0.1280,12.8000,0.1280,0.0150
1740039083.5900,-0.0194,0.1491,0.0054,-0.2152,-4.1823,5.6889,0.1280,12.8000,0.1280,0.0150
1740039083.6000,-0.0183,0.1675,0.0037,-0.2418,-5.0154,5.6889,0.1280,12.8000,0.1280,0.0150
1740039083.6100,-0.0168,0.1213,0.0017,-0.1714,-3.7476,5.6889,0.1280,12.8000,0.1280,0.0150
1740039083.6201,-0.0156,0.1279,-0.0000,-0.1807,-4.2121,5.6889,0.1280,12.8000,0.1280,0.0150
1740039083.6301,-0.0145,0.0898,-0.0015,-0.1231,-3.1544,5.6889,0.1280,12.8000,0.1280,0.0150
1740039083.6400,-0.0138,0.0674,-0.0026,-0.0894,-2.5600,5.6889,0.1280,12.8000,0.1280,0.0150
1740039083.6500,-0.0132,0.0448,-0.0033,-0.0557,-1.9191,5.6889,0.1280,12.8000,0.1280,0.0150
1740039083.6600,-0.0127,0.0629,-0.0038,-0.0832,-2.6168,5.6889,0.1280,12.8000,0.1280,0.0150
1740039083.6700,-0.0121,0.0452,-0.0047,-0.0571,-2.1634,5.6889,0.1280,12.8000,0.1280,0.0150
1740039083.6801,-0.0117,0.0531,-0.0052,-0.0695,-2.5246,5.6889,0.1280,12.8000,0.1280,0.0150
1740039083.6900,-0.0113,0.0315,-0.0057,-0.0377,-1.9028,5.6889,0.1280,12.8000,0.1280,0.0150
1740039083.7000,-0.0111,-0.0032,-0.0059,0.0135,-0.7961,5.6889,0.1280,12.8000,0.1280,0.0150
1740039083.7100,-0.0112,-0.0089,-0.0057,0.0212,-0.6053,5.6889,0.1280,12.8000,0.1280,0.0150
1740039083.7200,-0.0113,-0.0238,-0.0054,0.0427,-0.0924,5.6889,0.1280,12.8000,0.1280,0.0150
1740039083.7300,-0.0116,-0.0233,-0.0050,0.0410,-0.0755,5.6889,0.1280,12.8000,0.1280,0.0150
1740039083.7400,-0.0118,-0.0303,-0.0045,0.0506,0.1971,5.6889,0.1280,12.8000,0.1280,0.0150
1740039083.7500,-0.0121,-0.0272,-0.0041,0.0453,0.1438,5.6889,0.1280,12.8000,0.1280,0.0150
1740039083.7600,-0.0124,-0.0492,-0.0035,0.0775,0.9359,5.6889,0.1280,12.8000,0.1280,0.0150
1740039083.7702,-0.0129,-0.0397,-0.0028,0.0625,0.7021,5.6889,0.1280,12.8000,0.1280,0.0150
1740039083.7801,-0.0134,-0.0642,-0.0021,0.0988,1.6115,5.6889,0.1280,12.8000,0.1280,0.0150
1740039083.7907,-0.0139,-0.0489,-0.0012,0.0753,1.2143,5.6889,0.1280,12.8000,0.1280,0.0150
1740039083.8001,-0.0144,-0.0527,-0.0005,0.0807,1.4413,5.6889,0.1280,12.8000,0.1280,0.0150
1740039083.8100,-0.0148,-0.0393,0.0002,0.0603,1.0908,5.6889,0.1280,12.8000,0.1280,0.0150
1740039083.8200,-0.0152,-0.0343,0.0007,0.0526,1.0027,5.6889,0.1280,12.8000,0.1280,0.0150
1740039083.8300,-0.0155,-0.0260,0.0011,0.0402,0.7885,5.6889,0.1280,12.8000,0.1280,0.0150
1740039083.8400,-0.0157,-0.0183,0.0015,0.0288,0.5875,5.6889,0.1280,12.8000,0.1280,0.0150
